partid,child_edu_index,assigned,age,age_2,age_3,male,urban,risk_aversion,ind_found_b,education,literate,voc_training,numeracy_numcorrect_m,adl,wealthindex,savings_6mo_p99,cash4w_p99,loan_100k,loan_1mil,lowskill7da_zero,lowbus7da_zero,skilledtrade7da_zero,highskill7da_zero,acto7da_zero,aghours7da_zero,chores7da_zero,zero_hours,nonag_dummy,emplvoc,inschool,admin_cost_us,groupsize_est_e,grantsize_pp_US_est3,group_existed,group_age,ingroup_hetero,ingroup_dynamic,grp_leader,grp_chair,avgdisteduc,D_1,D_2,D_3,D_4,D_5,D_6,D_7,D_8,D_9,D_10,D_11,D_12,D_13
266006,-.6064638,1,-.556549,.309747,-.1723897208,0,1,.1627822,1,.570037,1,0,-.1343973,-.144853,1.424375,.7193649,-.0204372,1,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,1,0,0,0,.4737378,.1396022,.0640385,0,-.21592,.0159706,.0632031,1,0,-.3258541,0,0,0,0,0,0,1,0,0,0,0,0,0
266007,.204214,1,-.368444,.135751,-.050016742,1,1,.1916298,1,.570037,1,0,-.3916631,-.144853,.5332699,-.1100908,-.1582521,0,0,1.200704,-.1736387,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,0,1,0,0,.4737378,.1396022,.0640385,0,-.21592,.0159706,.0632031,0,0,-.3258541,0,0,0,0,0,0,1,0,0,0,0,0,0
269004,1.242971,1,-.180339,.032522,-.0058650181,0,1,.1916298,1,.23083,1,1,.2515013,-.144853,-.2627784,-.1100908,.0583141,1,0,-.0967723,1.986481,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,0,1,0,0,.1620791,.5720087,-.2985585,1,.024434,-.5886335,-.5019301,1,0,-.5247017,0,0,0,0,0,0,1,0,0,0,0,0,0
269004,.575878,1,-.180339,.032522,-.0058650181,0,1,.1916298,1,.23083,1,1,.2515013,-.144853,-.2627784,-.1100908,.0583141,1,0,-.0967723,1.986481,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,0,1,0,0,.1620791,.5720087,-.2985585,1,.024434,-.5886335,-.5019301,1,0,-.5247017,0,0,0,0,0,0,1,0,0,0,0,0,0
269011,.3708757,1,-.274392,.075291,-.020659161,0,1,.1627822,1,.23083,1,0,.2515013,-.144853,.8096924,-.1100908,-.2566913,1,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,-.2657273,.7854577,1,0,0,0,.1620791,.5720087,-.2985585,1,.024434,-.5886335,-.5019301,0,0,-.5247017,0,0,0,0,0,0,1,0,0,0,0,0,0
269011,.9502757,1,-.274392,.075291,-.020659161,0,1,.1627822,1,.23083,1,0,.2515013,-.144853,.8096924,-.1100908,-.2566913,1,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,-.2657273,.7854577,1,0,0,0,.1620791,.5720087,-.2985585,1,.024434,-.5886335,-.5019301,0,0,-.5247017,0,0,0,0,0,0,1,0,0,0,0,0,0
270003,-1.098472,0,-.368444,.135751,-.050016742,1,1,.1916298,1,-.277981,1,1,-.2630302,-.144853,-.4332829,-.1100908,-.240941,0,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,1,0,0,0,.468857,1.004415,-.3256595,0,-.21592,-.1060097,-1.732314,0,0,-.315315,0,0,0,0,0,0,1,0,0,0,0,0,0
270003,-.6064638,0,-.368444,.135751,-.050016742,1,1,.1916298,1,-.277981,1,1,-.2630302,-.144853,-.4332829,-.1100908,-.240941,0,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,1,0,0,0,.468857,1.004415,-.3256595,0,-.21592,-.1060097,-1.732314,0,0,-.315315,0,0,0,0,0,0,1,0,0,0,0,0,0
270021,1.908711,0,-.368444,.135751,-.050016742,1,1,-.4837996,1,-.277981,0,0,1.280564,-.144853,-.5742932,-.1100908,-.2566913,0,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,1,0,0,0,.468857,1.004415,-.3256595,0,-.21592,-.1060097,-1.732314,1,0,-.315315,0,0,0,0,0,0,1,0,0,0,0,0,0
270035,1.108989,0,-.274392,.075291,-.020659161,0,1,.1916298,1,.061226,1,0,-.0057645,-.144853,.0482074,-.1100908,.2945682,0,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,1,0,0,0,.468857,1.004415,-.3256595,0,-.21592,-.1060097,-1.732314,0,0,-.315315,0,0,0,0,0,0,1,0,0,0,0,0,0
270035,.3842712,0,-.274392,.075291,-.020659161,0,1,.1916298,1,.061226,1,0,-.0057645,-.144853,.0482074,-.1100908,.2945682,0,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,1,0,0,0,.468857,1.004415,-.3256595,0,-.21592,-.1060097,-1.732314,0,0,-.315315,0,0,0,0,0,0,1,0,0,0,0,0,0
271002,-.5418477,0,-.838707,.70343,-.5899718803,1,1,-.6069562,1,-.108378,1,0,.5087671,-.144853,.1119611,-.1100908,-.1779399,1,0,-.0967723,-.1736387,-.1026754,-.0593133,3.799108,-.2657273,.1622926,0,1,0,1,.4075015,.5720087,-.1963489,0,.024434,.4758753,-.4693489,0,0,-.5046411,0,0,0,0,0,0,1,0,0,0,0,0,0
271003,-1.290176,0,-.556549,.309747,-.1723897208,1,1,.172416,1,.570037,1,0,.7660328,-.144853,-.1484488,-.1100908,-.0991886,0,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,1,0,0,0,.4075015,.5720087,-.1963489,0,.024434,.4758753,-.4693489,0,0,-.5046411,0,0,0,0,0,0,1,0,0,0,0,0,0
271003,-.0128141,0,-.556549,.309747,-.1723897208,1,1,.172416,1,.570037,1,0,.7660328,-.144853,-.1484488,-.1100908,-.0991886,0,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,1,0,0,0,.4075015,.5720087,-.1963489,0,.024434,.4758753,-.4693489,0,0,-.5046411,0,0,0,0,0,0,1,0,0,0,0,0,0
271003,-1.046412,0,-.556549,.309747,-.1723897208,1,1,.172416,1,.570037,1,0,.7660328,-.144853,-.1484488,-.1100908,-.0991886,0,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,1,0,0,0,.4075015,.5720087,-.1963489,0,.024434,.4758753,-.4693489,0,0,-.5046411,0,0,0,0,0,0,1,0,0,0,0,0,0
271003,-.8120232,0,-.556549,.309747,-.1723897208,1,1,.172416,1,.570037,1,0,.7660328,-.144853,-.1484488,-.1100908,-.0991886,0,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,1,0,0,0,.4075015,.5720087,-.1963489,0,.024434,.4758753,-.4693489,0,0,-.5046411,0,0,0,0,0,0,1,0,0,0,0,0,0
271003,.2399611,0,-.556549,.309747,-.1723897208,1,1,.172416,1,.570037,1,0,.7660328,-.144853,-.1484488,-.1100908,-.0991886,0,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,1,0,0,0,.4075015,.5720087,-.1963489,0,.024434,.4758753,-.4693489,0,0,-.5046411,0,0,0,0,0,0,1,0,0,0,0,0,0
271003,-.5418477,0,-.556549,.309747,-.1723897208,1,1,.172416,1,.570037,1,0,.7660328,-.144853,-.1484488,-.1100908,-.0991886,0,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,1,0,0,0,.4075015,.5720087,-.1963489,0,.024434,.4758753,-.4693489,0,0,-.5046411,0,0,0,0,0,0,1,0,0,0,0,0,0
271005,-.1651159,0,1.23045,1.51401,1.862910859,0,1,-.4531589,1,-.108378,1,0,.5087671,.327537,-.1494894,-.1100908,-.1779399,0,0,-.0967723,2.346501,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,0,1,0,0,.4075015,.5720087,-.1963489,0,.024434,.4758753,-.4693489,0,0,-.5046411,0,0,0,0,0,0,1,0,0,0,0,0,0
271008,-.6064638,0,.195871,.038366,.0075147246,1,1,-.7457267,1,-.617189,1,0,-.3916631,1.27232,-.6283947,.6364194,-.1385643,1,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,1,0,0,0,.4075015,.5720087,-.1963489,0,.024434,.4758753,-.4693489,0,0,-.5046411,0,0,0,0,0,0,1,0,0,0,0,0,0
271008,.3842712,0,.195871,.038366,.0075147246,1,1,-.7457267,1,-.617189,1,0,-.3916631,1.27232,-.6283947,.6364194,-.1385643,1,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,1,0,0,0,.4075015,.5720087,-.1963489,0,.024434,.4758753,-.4693489,0,0,-.5046411,0,0,0,0,0,0,1,0,0,0,0,0,0
271008,-.3571005,0,.195871,.038366,.0075147246,1,1,-.7457267,1,-.617189,1,0,-.3916631,1.27232,-.6283947,.6364194,-.1385643,1,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,1,0,0,0,.4075015,.5720087,-.1963489,0,.024434,.4758753,-.4693489,0,0,-.5046411,0,0,0,0,0,0,1,0,0,0,0,0,0
271008,-1.046412,0,.195871,.038366,.0075147246,1,1,-.7457267,1,-.617189,1,0,-.3916631,1.27232,-.6283947,.6364194,-.1385643,1,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,1,0,0,0,.4075015,.5720087,-.1963489,0,.024434,.4758753,-.4693489,0,0,-.5046411,0,0,0,0,0,0,1,0,0,0,0,0,0
273004,.3092674,1,.383977,.147438,.056612757,1,1,-.4837996,1,-.617189,0,0,.1228684,-.144853,.4089188,-.1100908,-.0204372,0,0,-.0967723,1.338445,-.1026754,-.0593133,-.0900536,-.0736179,-.2531508,0,1,0,0,-.0261711,.5720087,-.3769579,0,.264789,-.1362608,-.0279612,0,0,-.4750589,0,0,0,0,0,0,1,0,0,0,0,0,0
273004,-.3340655,1,.383977,.147438,.056612757,1,1,-.4837996,1,-.617189,0,0,.1228684,-.144853,.4089188,-.1100908,-.0204372,0,0,-.0967723,1.338445,-.1026754,-.0593133,-.0900536,-.0736179,-.2531508,0,1,0,0,-.0261711,.5720087,-.3769579,0,.264789,-.1362608,-.0279612,0,0,-.4750589,0,0,0,0,0,0,1,0,0,0,0,0,0
273005,-.3190071,1,.383977,.147438,.056612757,1,1,.1916298,1,-.447585,0,0,-.0057645,-.144853,-.5474938,-.1100908,-.2173156,0,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,.0224369,-.2531508,0,0,0,0,-.0261711,.5720087,-.3769579,0,.264789,-.1362608,-.0279612,0,0,-.4750589,0,0,0,0,0,0,1,0,0,0,0,0,0
273005,.204214,1,.383977,.147438,.056612757,1,1,.1916298,1,-.447585,0,0,-.0057645,-.144853,-.5474938,-.1100908,-.2173156,0,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,.0224369,-.2531508,0,0,0,0,-.0261711,.5720087,-.3769579,0,.264789,-.1362608,-.0279612,0,0,-.4750589,0,0,0,0,0,0,1,0,0,0,0,0,0
273005,-.8120232,1,.383977,.147438,.056612757,1,1,.1916298,1,-.447585,0,0,-.0057645,-.144853,-.5474938,-.1100908,-.2173156,0,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,.0224369,-.2531508,0,0,0,0,-.0261711,.5720087,-.3769579,0,.264789,-.1362608,-.0279612,0,0,-.4750589,0,0,0,0,0,0,1,0,0,0,0,0,0
273005,-.3340655,1,.383977,.147438,.056612757,1,1,.1916298,1,-.447585,0,0,-.0057645,-.144853,-.5474938,-.1100908,-.2173156,0,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,.0224369,-.2531508,0,0,0,0,-.0261711,.5720087,-.3769579,0,.264789,-.1362608,-.0279612,0,0,-.4750589,0,0,0,0,0,0,1,0,0,0,0,0,0
273008,-.3190071,1,-.086286,.007445,-.0006424327,1,1,-.8661766,1,-.277981,1,0,.6374,-.144853,-.1334073,-.1100908,.2158168,1,0,-.0967723,1.266441,-.1026754,-.0593133,-.0900536,-.2657273,.3700143,0,1,0,0,-.0261711,.5720087,-.3769579,0,.264789,-.1362608,-.0279612,0,0,-.4750589,0,0,0,0,0,0,1,0,0,0,0,0,0
273008,-.5418477,1,-.086286,.007445,-.0006424327,1,1,-.8661766,1,-.277981,1,0,.6374,-.144853,-.1334073,-.1100908,.2158168,1,0,-.0967723,1.266441,-.1026754,-.0593133,-.0900536,-.2657273,.3700143,0,1,0,0,-.0261711,.5720087,-.3769579,0,.264789,-.1362608,-.0279612,0,0,-.4750589,0,0,0,0,0,0,1,0,0,0,0,0,0
273018,1.085378,1,-.180339,.032522,-.0058650181,1,1,.1627822,1,.061226,1,0,.5087671,-.144853,-.1101953,.0309166,-.2370034,1,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,1,0,0,0,-.0261711,.5720087,-.3769579,0,.264789,-.1362608,-.0279612,0,0,-.4750589,0,0,0,0,0,0,1,0,0,0,0,0,0
274013,1.867015,0,.101819,.010367,.0010555617,1,1,.4458614,1,1.07885,1,1,1.023299,-.144853,-.2349471,-.1100908,-.2055029,0,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,1,0,0,0,.5636793,-.1486688,.3530272,0,-.21592,.3942025,.1151821,1,1,-.3922287,0,0,0,0,0,0,1,0,0,0,0,0,0
274013,1.085378,0,.101819,.010367,.0010555617,1,1,.4458614,1,1.07885,1,1,1.023299,-.144853,-.2349471,-.1100908,-.2055029,0,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,1,0,0,0,.5636793,-.1486688,.3530272,0,-.21592,.3942025,.1151821,1,1,-.3922287,0,0,0,0,0,0,1,0,0,0,0,0,0
274017,-.5418477,0,.289924,.084056,.0243698291,0,1,.1916298,1,-.108378,1,0,-.0057645,-.144853,-.013426,-.1100908,-.1976278,0,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,1,0,0,0,.5636793,-.1486688,.3530272,0,-.21592,.3942025,.1151821,0,0,-.3922287,0,0,0,0,0,0,1,0,0,0,0,0,0
274017,.607631,0,.289924,.084056,.0243698291,0,1,.1916298,1,-.108378,1,0,-.0057645,-.144853,-.013426,-.1100908,-.1976278,0,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,1,0,0,0,.5636793,-.1486688,.3530272,0,-.21592,.3942025,.1151821,0,0,-.3922287,0,0,0,0,0,0,1,0,0,0,0,0,0
274018,-.0128141,0,.101819,.010367,.0010555617,1,1,.172416,1,.570037,1,0,1.280564,-.144853,-.2851842,.0972731,-.2566913,0,0,.7682118,-.1736387,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,0,1,0,0,.5636793,-.1486688,.3530272,0,-.21592,.3942025,.1151821,0,0,-.3922287,0,0,0,0,0,0,1,0,0,0,0,0,0
275018,.1366772,0,-.368444,.135751,-.050016742,0,0,.1916298,1,-.108378,1,0,-.3916631,-.144853,-.3016894,-.1100908,-.2566913,0,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,1,0,0,0,.2847904,.6440765,-.2749544,0,-.21592,-.9060042,-.1605366,0,0,-.4464942,0,0,0,0,0,0,1,0,0,0,0,0,0
275018,.2399611,0,-.368444,.135751,-.050016742,0,0,.1916298,1,-.108378,1,0,-.3916631,-.144853,-.3016894,-.1100908,-.2566913,0,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,1,0,0,0,.2847904,.6440765,-.2749544,0,-.21592,-.9060042,-.1605366,0,0,-.4464942,0,0,0,0,0,0,1,0,0,0,0,0,0
275018,.1366772,0,-.368444,.135751,-.050016742,0,0,.1916298,1,-.108378,1,0,-.3916631,-.144853,-.3016894,-.1100908,-.2566913,0,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,1,0,0,0,.2847904,.6440765,-.2749544,0,-.21592,-.9060042,-.1605366,0,0,-.4464942,0,0,0,0,0,0,1,0,0,0,0,0,0
275018,-.3340655,0,-.368444,.135751,-.050016742,0,0,.1916298,1,-.108378,1,0,-.3916631,-.144853,-.3016894,-.1100908,-.2566913,0,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,1,0,0,0,.2847904,.6440765,-.2749544,0,-.21592,-.9060042,-.1605366,0,0,-.4464942,0,0,0,0,0,0,1,0,0,0,0,0,0
275020,-.3340655,0,-.93276,.870041,-.8115394912,0,0,-1.128104,1,-.277981,1,0,-.3916631,-.144853,-.6637682,-.1100908,-.2566913,1,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,1,0,0,0,.2847904,.6440765,-.2749544,0,-.21592,-.9060042,-.1605366,0,0,-.4464942,0,0,0,0,0,0,1,0,0,0,0,0,0
275020,-2.033971,0,-.93276,.870041,-.8115394912,0,0,-1.128104,1,-.277981,1,0,-.3916631,-.144853,-.6637682,-.1100908,-.2566913,1,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,1,0,0,0,.2847904,.6440765,-.2749544,0,-.21592,-.9060042,-.1605366,0,0,-.4464942,0,0,0,0,0,0,1,0,0,0,0,0,0
275023,.9502757,0,-.556549,.309747,-.1723897208,0,0,.1916298,1,.23083,1,0,.8946657,2.45329,-.2054019,-.1100908,-.2566913,0,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,1,0,0,0,.2847904,.6440765,-.2749544,0,-.21592,-.9060042,-.1605366,0,0,-.4464942,0,0,0,0,0,0,1,0,0,0,0,0,0
275023,1.108989,0,-.556549,.309747,-.1723897208,0,0,.1916298,1,.23083,1,0,.8946657,2.45329,-.2054019,-.1100908,-.2566913,0,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,1,0,0,0,.2847904,.6440765,-.2749544,0,-.21592,-.9060042,-.1605366,0,0,-.4464942,0,0,0,0,0,0,1,0,0,0,0,0,0
276003,.2399611,1,-.556549,.309747,-.1723897208,0,0,-.0968629,1,.23083,0,0,-.1343973,.327537,-.0142021,-.1100908,-.2566913,0,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,-.2657273,.577736,1,0,0,0,.5664684,.1396022,.1123121,1,-.21592,-.420515,-.0848061,0,0,-.3466559,0,0,0,0,0,0,1,0,0,0,0,0,0
276003,-.5418477,1,-.556549,.309747,-.1723897208,0,0,-.0968629,1,.23083,0,0,-.1343973,.327537,-.0142021,-.1100908,-.2566913,0,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,-.2657273,.577736,1,0,0,0,.5664684,.1396022,.1123121,1,-.21592,-.420515,-.0848061,0,0,-.3466559,0,0,0,0,0,0,1,0,0,0,0,0,0
276020,-.1651159,1,.101819,.010367,.0010555617,0,0,-1.128104,1,.23083,0,0,-.0057645,-.144853,-.7461439,-.1100908,-.237791,0,0,.0654122,-.1736387,-.1026754,-.0593133,-.0900536,.3106011,1.824066,0,0,0,0,.5664684,.1396022,.1123121,1,-.21592,-.420515,-.0848061,1,0,-.3466559,0,0,0,0,0,0,1,0,0,0,0,0,0
276020,2.020176,1,.101819,.010367,.0010555617,0,0,-1.128104,1,.23083,0,0,-.0057645,-.144853,-.7461439,-.1100908,-.237791,0,0,.0654122,-.1736387,-.1026754,-.0593133,-.0900536,.3106011,1.824066,0,0,0,0,.5664684,.1396022,.1123121,1,-.21592,-.420515,-.0848061,1,0,-.3466559,0,0,0,0,0,0,1,0,0,0,0,0,0
276020,-.0128141,1,.101819,.010367,.0010555617,0,0,-1.128104,1,.23083,0,0,-.0057645,-.144853,-.7461439,-.1100908,-.237791,0,0,.0654122,-.1736387,-.1026754,-.0593133,-.0900536,.3106011,1.824066,0,0,0,0,.5664684,.1396022,.1123121,1,-.21592,-.420515,-.0848061,1,0,-.3466559,0,0,0,0,0,0,1,0,0,0,0,0,0
277002,-.8120232,0,-.838707,.70343,-.5899718803,0,1,-.1078966,1,-.277981,0,0,.5087671,-.144853,.2594799,-.1100908,-.2566913,0,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,-.2657273,2.23951,1,0,0,0,-.6968995,.1396022,-.5453712,0,.024434,.675811,.1720271,0,0,-.4830103,0,0,0,0,0,0,1,0,0,0,0,0,0
277007,-.0128141,0,-.274392,.075291,-.020659161,0,1,-.3890375,1,-.447585,1,0,.6374,-.144853,-.2340738,-.1100908,-.2566913,0,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,-.2177,.9931794,0,0,0,0,-.6968995,.1396022,-.5453712,0,.024434,.675811,.1720271,0,0,-.4830103,0,0,0,0,0,0,1,0,0,0,0,0,0
277007,.607631,0,-.274392,.075291,-.020659161,0,1,-.3890375,1,-.447585,1,0,.6374,-.144853,-.2340738,-.1100908,-.2566913,0,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,-.2177,.9931794,0,0,0,0,-.6968995,.1396022,-.5453712,0,.024434,.675811,.1720271,0,0,-.4830103,0,0,0,0,0,0,1,0,0,0,0,0,0
277007,.9502757,0,-.274392,.075291,-.020659161,0,1,-.3890375,1,-.447585,1,0,.6374,-.144853,-.2340738,-.1100908,-.2566913,0,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,-.2177,.9931794,0,0,0,0,-.6968995,.1396022,-.5453712,0,.024434,.675811,.1720271,0,0,-.4830103,0,0,0,0,0,0,1,0,0,0,0,0,0
277007,.4257295,0,-.274392,.075291,-.020659161,0,1,-.3890375,1,-.447585,1,0,.6374,-.144853,-.2340738,-.1100908,-.2566913,0,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,-.2177,.9931794,0,0,0,0,-.6968995,.1396022,-.5453712,0,.024434,.675811,.1720271,0,0,-.4830103,0,0,0,0,0,0,1,0,0,0,0,0,0
277007,-.0128141,0,-.274392,.075291,-.020659161,0,1,-.3890375,1,-.447585,1,0,.6374,-.144853,-.2340738,-.1100908,-.2566913,0,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,-.2177,.9931794,0,0,0,0,-.6968995,.1396022,-.5453712,0,.024434,.675811,.1720271,0,0,-.4830103,0,0,0,0,0,0,1,0,0,0,0,0,0
277014,1.442859,0,.101819,.010367,.0010555617,0,1,-.0941562,1,-.108378,1,0,.5087671,-.144853,1.018545,-.1100908,-.2566913,1,1,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,.7428473,-.2531508,0,0,0,0,-.6968995,.1396022,-.5453712,0,.024434,.675811,.1720271,1,1,-.4830103,0,0,0,0,0,0,1,0,0,0,0,0,0
277014,-.6064638,0,.101819,.010367,.0010555617,0,1,-.0941562,1,-.108378,1,0,.5087671,-.144853,1.018545,-.1100908,-.2566913,1,1,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,.7428473,-.2531508,0,0,0,0,-.6968995,.1396022,-.5453712,0,.024434,.675811,.1720271,1,1,-.4830103,0,0,0,0,0,0,1,0,0,0,0,0,0
277014,.9502757,0,.101819,.010367,.0010555617,0,1,-.0941562,1,-.108378,1,0,.5087671,-.144853,1.018545,-.1100908,-.2566913,1,1,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,.7428473,-.2531508,0,0,0,0,-.6968995,.1396022,-.5453712,0,.024434,.675811,.1720271,1,1,-.4830103,0,0,0,0,0,0,1,0,0,0,0,0,0
277020,-.4904543,0,.289924,.084056,.0243698291,0,1,-1.128104,1,-.277981,0,0,-.0057645,-.144853,-.0958628,-.1100908,-.2566913,0,1,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,-.0375974,.9931794,0,0,0,0,-.6968995,.1396022,-.5453712,0,.024434,.675811,.1720271,0,0,-.4830103,0,0,0,0,0,0,1,0,0,0,0,0,0
277020,-.6064638,0,.289924,.084056,.0243698291,0,1,-1.128104,1,-.277981,0,0,-.0057645,-.144853,-.0958628,-.1100908,-.2566913,0,1,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,-.0375974,.9931794,0,0,0,0,-.6968995,.1396022,-.5453712,0,.024434,.675811,.1720271,0,0,-.4830103,0,0,0,0,0,0,1,0,0,0,0,0,0
278024,-.8120232,0,-.180339,.032522,-.0058650181,0,1,.1916298,1,-1.2956,1,0,-.7775617,.799926,-.4914804,-.1100908,-.1779399,0,0,-.0967723,-.1556377,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,0,1,0,0,.6222462,.4278733,-.0359829,0,-.21592,-.724063,-.293112,0,0,-.3685629,0,0,0,0,0,0,1,0,0,0,0,0,0
278025,-.8779753,0,-.556549,.309747,-.1723897208,0,1,-1.128104,1,-.786793,1,0,-.1343973,-.144853,-.4912292,-.1100908,1.712092,0,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,.2985942,.9931794,0,0,0,0,.6222462,.4278733,-.0359829,0,-.21592,-.724063,-.293112,0,0,-.3685629,0,0,0,0,0,0,1,0,0,0,0,0,0
278025,-1.287909,0,-.556549,.309747,-.1723897208,0,1,-1.128104,1,-.786793,1,0,-.1343973,-.144853,-.4912292,-.1100908,1.712092,0,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,.2985942,.9931794,0,0,0,0,.6222462,.4278733,-.0359829,0,-.21592,-.724063,-.293112,0,0,-.3685629,0,0,0,0,0,0,1,0,0,0,0,0,0
278025,.1366772,0,-.556549,.309747,-.1723897208,0,1,-1.128104,1,-.786793,1,0,-.1343973,-.144853,-.4912292,-.1100908,1.712092,0,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,.2985942,.9931794,0,0,0,0,.6222462,.4278733,-.0359829,0,-.21592,-.724063,-.293112,0,0,-.3685629,0,0,0,0,0,0,1,0,0,0,0,0,0
278025,-1.237099,0,-.556549,.309747,-.1723897208,0,1,-1.128104,1,-.786793,1,0,-.1343973,-.144853,-.4912292,-.1100908,1.712092,0,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,.2985942,.9931794,0,0,0,0,.6222462,.4278733,-.0359829,0,-.21592,-.724063,-.293112,0,0,-.3685629,0,0,0,0,0,0,1,0,0,0,0,0,0
278026,-.3340655,0,-.368444,.135751,-.050016742,1,1,.1916298,1,-.617189,0,0,-.1343973,-.144853,.0614411,-.1100908,2.893363,0,0,-.0967723,1.338445,-.1026754,-.0593133,-.0900536,-.2657273,.1622926,0,1,0,0,.6222462,.4278733,-.0359829,0,-.21592,-.724063,-.293112,0,0,-.3685629,0,0,0,0,0,0,1,0,0,0,0,0,0
278026,-.6064638,0,-.368444,.135751,-.050016742,1,1,.1916298,1,-.617189,0,0,-.1343973,-.144853,.0614411,-.1100908,2.893363,0,0,-.0967723,1.338445,-.1026754,-.0593133,-.0900536,-.2657273,.1622926,0,1,0,0,.6222462,.4278733,-.0359829,0,-.21592,-.724063,-.293112,0,0,-.3685629,0,0,0,0,0,0,1,0,0,0,0,0,0
278026,-.3571005,0,-.368444,.135751,-.050016742,1,1,.1916298,1,-.617189,0,0,-.1343973,-.144853,.0614411,-.1100908,2.893363,0,0,-.0967723,1.338445,-.1026754,-.0593133,-.0900536,-.2657273,.1622926,0,1,0,0,.6222462,.4278733,-.0359829,0,-.21592,-.724063,-.293112,0,0,-.3685629,0,0,0,0,0,0,1,0,0,0,0,0,0
