partid,child_edu_index,assigned,age,age_2,age_3,male,urban,risk_aversion,ind_found_b,education,literate,voc_training,numeracy_numcorrect_m,adl,wealthindex,savings_6mo_p99,cash4w_p99,loan_100k,loan_1mil,lowskill7da_zero,lowbus7da_zero,skilledtrade7da_zero,highskill7da_zero,acto7da_zero,aghours7da_zero,chores7da_zero,zero_hours,nonag_dummy,emplvoc,inschool,admin_cost_us,groupsize_est_e,grantsize_pp_US_est3,group_existed,group_age,ingroup_hetero,ingroup_dynamic,grp_leader,grp_chair,avgdisteduc,D_1,D_2,D_3,D_4,D_5,D_6,D_7,D_8,D_9,D_10,D_11,D_12,D_13
1003,-.1651159,1,-.086286,.007445,-.0006424327,1,0,.1650642,1,-.108378,0,0,-.2630302,-.144853,-.8571107,-.1100908,.9245789,0,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,1,0,0,0,-.3678103,.5720087,-.5192382,1,.505143,.1882709,.2720212,0,0,-.4750589,1,0,0,0,0,0,0,0,0,0,0,0,0
1004,-1.275762,1,-.650602,.423283,-.2753888718,1,0,-.3560833,1,.23083,1,0,.2515013,-.144853,-.0068095,.0972731,-.2566913,1,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,1,0,0,0,-.3678103,.5720087,-.5192382,1,.505143,.1882709,.2720212,0,0,-.4750589,1,0,0,0,0,0,0,0,0,0,0,0,0
1004,-.8049137,1,-.650602,.423283,-.2753888718,1,0,-.3560833,1,.23083,1,0,.2515013,-.144853,-.0068095,.0972731,-.2566913,1,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,1,0,0,0,-.3678103,.5720087,-.5192382,1,.505143,.1882709,.2720212,0,0,-.4750589,1,0,0,0,0,0,0,0,0,0,0,0,0
1004,-.6064638,1,-.650602,.423283,-.2753888718,1,0,-.3560833,1,.23083,1,0,.2515013,-.144853,-.0068095,.0972731,-.2566913,1,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,1,0,0,0,-.3678103,.5720087,-.5192382,1,.505143,.1882709,.2720212,0,0,-.4750589,1,0,0,0,0,0,0,0,0,0,0,0,0
1011,1.242971,1,-.744655,.554511,-.4129189661,1,0,.4485681,1,.061226,0,0,-.7775617,-.144853,-.248916,-.1100908,-.2566913,0,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,-.2657273,.1622926,1,0,0,0,-.3678103,.5720087,-.5192382,1,.505143,.1882709,.2720212,0,0,-.4750589,1,0,0,0,0,0,0,0,0,0,0,0,0
1011,.9068673,1,-.744655,.554511,-.4129189661,1,0,.4485681,1,.061226,0,0,-.7775617,-.144853,-.248916,-.1100908,-.2566913,0,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,-.2657273,.1622926,1,0,0,0,-.3678103,.5720087,-.5192382,1,.505143,.1882709,.2720212,0,0,-.4750589,1,0,0,0,0,0,0,0,0,0,0,0,0
1015,-.2352672,1,-.744655,.554511,-.4129189661,1,0,.4485681,1,-.277981,1,0,-.0057645,-.144853,-.4539997,-.1100908,-.0401251,1,0,-.0967723,1.266441,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,0,1,0,0,-.3678103,.5720087,-.5192382,1,.505143,.1882709,.2720212,0,0,-.4750589,1,0,0,0,0,0,0,0,0,0,0,0,0
2001,-.6064638,1,.007766,.00006,4.68404e-07,1,1,-.099145,1,-.617189,0,0,-.6489289,-.144853,.2496548,-.1100908,1.318336,0,0,-.0967723,-.1736387,2.997991,-.0593133,-.0900536,-.2657273,-.2531508,0,1,1,0,-.3678103,.788212,-.5720323,0,-.21592,.0501889,-.4409326,1,0,-.5061201,1,0,0,0,0,0,0,0,0,0,0,0,0
2001,.3708757,1,.007766,.00006,4.68404e-07,1,1,-.099145,1,-.617189,0,0,-.6489289,-.144853,.2496548,-.1100908,1.318336,0,0,-.0967723,-.1736387,2.997991,-.0593133,-.0900536,-.2657273,-.2531508,0,1,1,0,-.3678103,.788212,-.5720323,0,-.21592,.0501889,-.4409326,1,0,-.5061201,1,0,0,0,0,0,0,0,0,0,0,0,0
2001,.204214,1,.007766,.00006,4.68404e-07,1,1,-.099145,1,-.617189,0,0,-.6489289,-.144853,.2496548,-.1100908,1.318336,0,0,-.0967723,-.1736387,2.997991,-.0593133,-.0900536,-.2657273,-.2531508,0,1,1,0,-.3678103,.788212,-.5720323,0,-.21592,.0501889,-.4409326,1,0,-.5061201,1,0,0,0,0,0,0,0,0,0,0,0,0
2005,.607631,1,-.650602,.423283,-.2753888718,1,1,.1916298,1,.570037,1,0,-.7775617,-.144853,.402849,-.1100908,-.2566913,0,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,1,0,0,0,-.3678103,.788212,-.5720323,0,-.21592,.0501889,-.4409326,0,0,-.5061201,1,0,0,0,0,0,0,0,0,0,0,0,0
2005,.6150785,1,-.650602,.423283,-.2753888718,1,1,.1916298,1,.570037,1,0,-.7775617,-.144853,.402849,-.1100908,-.2566913,0,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,1,0,0,0,-.3678103,.788212,-.5720323,0,-.21592,.0501889,-.4409326,0,0,-.5061201,1,0,0,0,0,0,0,0,0,0,0,0,0
2005,-1.046412,1,-.650602,.423283,-.2753888718,1,1,.1916298,1,.570037,1,0,-.7775617,-.144853,.402849,-.1100908,-.2566913,0,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,1,0,0,0,-.3678103,.788212,-.5720323,0,-.21592,.0501889,-.4409326,0,0,-.5061201,1,0,0,0,0,0,0,0,0,0,0,0,0
2006,.575878,1,-.650602,.423283,-.2753888718,0,1,.1627822,1,-.277981,1,0,.5087671,-.144853,.6684511,-.1100908,.9245789,1,0,.0113507,-.1736387,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,0,1,0,0,-.3678103,.788212,-.5720323,0,-.21592,.0501889,-.4409326,0,0,-.5061201,1,0,0,0,0,0,0,0,0,0,0,0,0
2006,-1.046412,1,-.650602,.423283,-.2753888718,0,1,.1627822,1,-.277981,1,0,.5087671,-.144853,.6684511,-.1100908,.9245789,1,0,.0113507,-.1736387,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,0,1,0,0,-.3678103,.788212,-.5720323,0,-.21592,.0501889,-.4409326,0,0,-.5061201,1,0,0,0,0,0,0,0,0,0,0,0,0
2006,.204214,1,-.650602,.423283,-.2753888718,0,1,.1627822,1,-.277981,1,0,.5087671,-.144853,.6684511,-.1100908,.9245789,1,0,.0113507,-.1736387,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,0,1,0,0,-.3678103,.788212,-.5720323,0,-.21592,.0501889,-.4409326,0,0,-.5061201,1,0,0,0,0,0,0,0,0,0,0,0,0
2006,-.4904543,1,-.650602,.423283,-.2753888718,0,1,.1627822,1,-.277981,1,0,.5087671,-.144853,.6684511,-.1100908,.9245789,1,0,.0113507,-.1736387,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,0,1,0,0,-.3678103,.788212,-.5720323,0,-.21592,.0501889,-.4409326,0,0,-.5061201,1,0,0,0,0,0,0,0,0,0,0,0,0
3015,-.2352672,0,-.180339,.032522,-.0058650181,1,1,-.0702973,1,-.277981,1,0,-.520296,1.9809,-.1768708,-.1100908,-.1779399,1,1,-.0967723,-.1736387,3.450171,-.0593133,-.0900536,-.2657273,-.2531508,0,1,1,0,-.3678103,.21167,-.403091,1,.264789,2.458009,.3240004,0,0,-.4310562,1,0,0,0,0,0,0,0,0,0,0,0,0
3015,-.6064638,0,-.180339,.032522,-.0058650181,1,1,-.0702973,1,-.277981,1,0,-.520296,1.9809,-.1768708,-.1100908,-.1779399,1,1,-.0967723,-.1736387,3.450171,-.0593133,-.0900536,-.2657273,-.2531508,0,1,1,0,-.3678103,.21167,-.403091,1,.264789,2.458009,.3240004,0,0,-.4310562,1,0,0,0,0,0,0,0,0,0,0,0,0
3017,.3092674,0,.007766,.00006,4.68404e-07,0,1,-.3963893,1,-.108378,1,0,.1228684,5.52382,.448909,-.1100908,-.2212532,0,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,1,0,1,0,-.3678103,.21167,-.403091,1,.264789,2.458009,.3240004,0,0,-.4310562,1,0,0,0,0,0,0,0,0,0,0,0,0
4011,-.1651159,1,-.086286,.007445,-.0006424327,0,1,.4458614,1,.570037,1,0,-.7775617,-.144853,-.074116,-.1100908,-.2566913,0,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,.166519,-.1047782,0,0,0,1,-.3678103,.5720087,-.5192382,0,.024434,-.2809099,-.0848061,1,0,.5721509,1,0,0,0,0,0,0,0,0,0,0,0,0
4012,.7989293,1,-.274392,.075291,-.020659161,1,1,-.6556097,1,.23083,0,0,.2515013,-.144853,-.6248973,-.1100908,.5308222,1,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,.0224369,-.0454291,0,0,0,1,-.3678103,.5720087,-.5192382,0,.024434,-.2809099,-.0848061,0,0,.5721509,1,0,0,0,0,0,0,0,0,0,0,0,0
4012,.1367827,1,-.274392,.075291,-.020659161,1,1,-.6556097,1,.23083,0,0,.2515013,-.144853,-.6248973,-.1100908,.5308222,1,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,.0224369,-.0454291,0,0,0,1,-.3678103,.5720087,-.5192382,0,.024434,-.2809099,-.0848061,0,0,.5721509,1,0,0,0,0,0,0,0,0,0,0,0,0
4025,-.7011075,1,.289924,.084056,.0243698291,1,1,-.6698347,1,-.617189,1,0,.2515013,-.144853,-.5926542,-.1100908,1.318336,0,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,1,0,0,0,-.3678103,.5720087,-.5192382,0,.024434,-.2809099,-.0848061,0,0,.5721509,1,0,0,0,0,0,0,0,0,0,0,0,0
4025,-.6064638,1,.289924,.084056,.0243698291,1,1,-.6698347,1,-.617189,1,0,.2515013,-.144853,-.5926542,-.1100908,1.318336,0,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,1,0,0,0,-.3678103,.5720087,-.5192382,0,.024434,-.2809099,-.0848061,0,0,.5721509,1,0,0,0,0,0,0,0,0,0,0,0,0
4025,.575878,1,.289924,.084056,.0243698291,1,1,-.6698347,1,-.617189,1,0,.2515013,-.144853,-.5926542,-.1100908,1.318336,0,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,1,0,0,0,-.3678103,.5720087,-.5192382,0,.024434,-.2809099,-.0848061,0,0,.5721509,1,0,0,0,0,0,0,0,0,0,0,0,0
5001,-.7011075,0,1.3245,1.75431,2.323584925,0,1,.1889231,1,.061226,1,1,.2515013,-.144853,-.477062,-.1100908,-.2527537,0,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,.0704642,.1622926,0,0,0,0,-.3678103,-.076601,-.2703513,1,-.456274,.492269,.3240004,0,0,.6372318,1,0,0,0,0,0,0,0,0,0,0,0,0
5001,.3842712,0,1.3245,1.75431,2.323584925,0,1,.1889231,1,.061226,1,1,.2515013,-.144853,-.477062,-.1100908,-.2527537,0,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,.0704642,.1622926,0,0,0,0,-.3678103,-.076601,-.2703513,1,-.456274,.492269,.3240004,0,0,.6372318,1,0,0,0,0,0,0,0,0,0,0,0,0
5001,.575878,0,1.3245,1.75431,2.323584925,0,1,.1889231,1,.061226,1,1,.2515013,-.144853,-.477062,-.1100908,-.2527537,0,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,.0704642,.1622926,0,0,0,0,-.3678103,-.076601,-.2703513,1,-.456274,.492269,.3240004,0,0,.6372318,1,0,0,0,0,0,0,0,0,0,0,0,0
5001,.9068673,0,1.3245,1.75431,2.323584925,0,1,.1889231,1,.061226,1,1,.2515013,-.144853,-.477062,-.1100908,-.2527537,0,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,.0704642,.1622926,0,0,0,0,-.3678103,-.076601,-.2703513,1,-.456274,.492269,.3240004,0,0,.6372318,1,0,0,0,0,0,0,0,0,0,0,0,0
5001,-.6064638,0,1.3245,1.75431,2.323584925,0,1,.1889231,1,.061226,1,1,.2515013,-.144853,-.477062,-.1100908,-.2527537,0,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,.0704642,.1622926,0,0,0,0,-.3678103,-.076601,-.2703513,1,-.456274,.492269,.3240004,0,0,.6372318,1,0,0,0,0,0,0,0,0,0,0,0,0
5007,.3842712,0,1.70071,2.89243,4.919185671,0,1,-.9857647,1,-.108378,1,0,-.1343973,-.144853,-.1261462,-.1100908,-.2094405,0,0,-.0967723,1.986481,-.1026754,-.0593133,-.0900536,-.2657273,-.0454291,0,1,0,0,-.3678103,-.076601,-.2703513,1,-.456274,.492269,.3240004,0,0,.6372318,1,0,0,0,0,0,0,0,0,0,0,0,0
5007,1.696337,0,1.70071,2.89243,4.919185671,0,1,-.9857647,1,-.108378,1,0,-.1343973,-.144853,-.1261462,-.1100908,-.2094405,0,0,-.0967723,1.986481,-.1026754,-.0593133,-.0900536,-.2657273,-.0454291,0,1,0,0,-.3678103,-.076601,-.2703513,1,-.456274,.492269,.3240004,0,0,.6372318,1,0,0,0,0,0,0,0,0,0,0,0,0
5007,1.387023,0,1.70071,2.89243,4.919185671,0,1,-.9857647,1,-.108378,1,0,-.1343973,-.144853,-.1261462,-.1100908,-.2094405,0,0,-.0967723,1.986481,-.1026754,-.0593133,-.0900536,-.2657273,-.0454291,0,1,0,0,-.3678103,-.076601,-.2703513,1,-.456274,.492269,.3240004,0,0,.6372318,1,0,0,0,0,0,0,0,0,0,0,0,0
5007,.3092674,0,1.70071,2.89243,4.919185671,0,1,-.9857647,1,-.108378,1,0,-.1343973,-.144853,-.1261462,-.1100908,-.2094405,0,0,-.0967723,1.986481,-.1026754,-.0593133,-.0900536,-.2657273,-.0454291,0,1,0,0,-.3678103,-.076601,-.2703513,1,-.456274,.492269,.3240004,0,0,.6372318,1,0,0,0,0,0,0,0,0,0,0,0,0
5008,-.8120232,0,2.07692,4.31361,8.95904193,0,1,-.6725415,1,-.447585,1,0,-.2630302,-.144853,-.112703,-.1100908,-.2429098,0,0,-.0967723,.9064212,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,0,1,0,0,-.3678103,-.076601,-.2703513,1,-.456274,.492269,.3240004,0,0,.6372318,1,0,0,0,0,0,0,0,0,0,0,0,0
5008,-.8120232,0,2.07692,4.31361,8.95904193,0,1,-.6725415,1,-.447585,1,0,-.2630302,-.144853,-.112703,-.1100908,-.2429098,0,0,-.0967723,.9064212,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,0,1,0,0,-.3678103,-.076601,-.2703513,1,-.456274,.492269,.3240004,0,0,.6372318,1,0,0,0,0,0,0,0,0,0,0,0,0
5008,-.3571005,0,2.07692,4.31361,8.95904193,0,1,-.6725415,1,-.447585,1,0,-.2630302,-.144853,-.112703,-.1100908,-.2429098,0,0,-.0967723,.9064212,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,0,1,0,0,-.3678103,-.076601,-.2703513,1,-.456274,.492269,.3240004,0,0,.6372318,1,0,0,0,0,0,0,0,0,0,0,0,0
5008,-.3190071,0,2.07692,4.31361,8.95904193,0,1,-.6725415,1,-.447585,1,0,-.2630302,-.144853,-.112703,-.1100908,-.2429098,0,0,-.0967723,.9064212,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,0,1,0,0,-.3678103,-.076601,-.2703513,1,-.456274,.492269,.3240004,0,0,.6372318,1,0,0,0,0,0,0,0,0,0,0,0,0
6005,.2399611,1,.383977,.147438,.056612757,0,1,-.0941562,1,1.07885,1,0,-.2630302,-.144853,.025854,-.1100908,-.0795007,0,0,-.0967723,.9064212,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,0,1,0,0,-.3678103,.5720087,-.5192382,0,-.456274,-.2907205,-1.470614,1,0,.329577,1,0,0,0,0,0,0,0,0,0,0,0,0
6005,.3842712,1,.383977,.147438,.056612757,0,1,-.0941562,1,1.07885,1,0,-.2630302,-.144853,.025854,-.1100908,-.0795007,0,0,-.0967723,.9064212,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,0,1,0,0,-.3678103,.5720087,-.5192382,0,-.456274,-.2907205,-1.470614,1,0,.329577,1,0,0,0,0,0,0,0,0,0,0,0,0
6005,-.3340655,1,.383977,.147438,.056612757,0,1,-.0941562,1,1.07885,1,0,-.2630302,-.144853,.025854,-.1100908,-.0795007,0,0,-.0967723,.9064212,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,0,1,0,0,-.3678103,.5720087,-.5192382,0,-.456274,-.2907205,-1.470614,1,0,.329577,1,0,0,0,0,0,0,0,0,0,0,0,0
6005,.204214,1,.383977,.147438,.056612757,0,1,-.0941562,1,1.07885,1,0,-.2630302,-.144853,.025854,-.1100908,-.0795007,0,0,-.0967723,.9064212,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,0,1,0,0,-.3678103,.5720087,-.5192382,0,-.456274,-.2907205,-1.470614,1,0,.329577,1,0,0,0,0,0,0,0,0,0,0,0,0
6007,.1366772,1,.383977,.147438,.056612757,1,1,.174698,1,-.277981,1,0,1.280564,-.144853,-.4597313,-.1100908,-.2566913,0,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,1,0,0,0,-.3678103,.5720087,-.5192382,0,-.456274,-.2907205,-1.470614,0,0,.329577,1,0,0,0,0,0,0,0,0,0,0,0,0
6008,-.3571005,1,.101819,.010367,.0010555617,1,1,.4508502,1,-.108378,0,0,1.280564,-.144853,-.1874198,-.1100908,-.1779399,0,0,-.0967723,1.338445,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,0,1,0,0,-.3678103,.5720087,-.5192382,0,-.456274,-.2907205,-1.470614,0,0,.329577,1,0,0,0,0,0,0,0,0,0,0,0,0
6008,-.0128141,1,.101819,.010367,.0010555617,1,1,.4508502,1,-.108378,0,0,1.280564,-.144853,-.1874198,-.1100908,-.1779399,0,0,-.0967723,1.338445,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,0,1,0,0,-.3678103,.5720087,-.5192382,0,-.456274,-.2907205,-1.470614,0,0,.329577,1,0,0,0,0,0,0,0,0,0,0,0,0
6008,-.3340655,1,.101819,.010367,.0010555617,1,1,.4508502,1,-.108378,0,0,1.280564,-.144853,-.1874198,-.1100908,-.1779399,0,0,-.0967723,1.338445,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,0,1,0,0,-.3678103,.5720087,-.5192382,0,-.456274,-.2907205,-1.470614,0,0,.329577,1,0,0,0,0,0,0,0,0,0,0,0,0
6008,-.7011075,1,.101819,.010367,.0010555617,1,1,.4508502,1,-.108378,0,0,1.280564,-.144853,-.1874198,-.1100908,-.1779399,0,0,-.0967723,1.338445,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,0,1,0,0,-.3678103,.5720087,-.5192382,0,-.456274,-.2907205,-1.470614,0,0,.329577,1,0,0,0,0,0,0,0,0,0,0,0,0
6008,.4257295,1,.101819,.010367,.0010555617,1,1,.4508502,1,-.108378,0,0,1.280564,-.144853,-.1874198,-.1100908,-.1779399,0,0,-.0967723,1.338445,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,0,1,0,0,-.3678103,.5720087,-.5192382,0,-.456274,-.2907205,-1.470614,0,0,.329577,1,0,0,0,0,0,0,0,0,0,0,0,0
6008,.2399611,1,.101819,.010367,.0010555617,1,1,.4508502,1,-.108378,0,0,1.280564,-.144853,-.1874198,-.1100908,-.1779399,0,0,-.0967723,1.338445,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,0,1,0,0,-.3678103,.5720087,-.5192382,0,-.456274,-.2907205,-1.470614,0,0,.329577,1,0,0,0,0,0,0,0,0,0,0,0,0
6012,-.6064638,1,.007766,.00006,4.68404e-07,1,1,-.0968629,1,.570037,1,0,-.3916631,.327537,-.0908098,-.1100908,-.2566913,0,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,-.2657273,-.2531508,1,0,0,0,-.3678103,.5720087,-.5192382,0,-.456274,-.2907205,-1.470614,0,0,.329577,1,0,0,0,0,0,0,0,0,0,0,0,0
7002,-.5418477,0,.478029,.228512,.109235383,1,0,.4485681,1,1.07885,1,0,-.0057645,-.144853,-.386409,.0972731,.0583141,0,0,-.0967723,.7264112,-.1026754,4.51493,-.0900536,-.2657273,-.2531508,0,1,0,0,-.3678103,.5720087,-.5192382,1,.264789,.0545141,-.2367794,1,1,.5859179,1,0,0,0,0,0,0,0,0,0,0,0,0
7002,-.3190071,0,.478029,.228512,.109235383,1,0,.4485681,1,1.07885,1,0,-.0057645,-.144853,-.386409,.0972731,.0583141,0,0,-.0967723,.7264112,-.1026754,4.51493,-.0900536,-.2657273,-.2531508,0,1,0,0,-.3678103,.5720087,-.5192382,1,.264789,.0545141,-.2367794,1,1,.5859179,1,0,0,0,0,0,0,0,0,0,0,0,0
7005,1.125643,0,.007766,.00006,4.68404e-07,1,0,-.0941562,1,.400434,1,0,-.3916631,-.144853,-.0415331,-.1100908,-.0598129,0,0,-.0967723,.0423733,-.1026754,-.0593133,-.0900536,.8028815,-.0973595,0,0,0,0,-.3678103,.5720087,-.5192382,1,.264789,.0545141,-.2367794,1,0,.5859179,1,0,0,0,0,0,0,0,0,0,0,0,0
7005,.1366772,0,.007766,.00006,4.68404e-07,1,0,-.0941562,1,.400434,1,0,-.3916631,-.144853,-.0415331,-.1100908,-.0598129,0,0,-.0967723,.0423733,-.1026754,-.0593133,-.0900536,.8028815,-.0973595,0,0,0,0,-.3678103,.5720087,-.5192382,1,.264789,.0545141,-.2367794,1,0,.5859179,1,0,0,0,0,0,0,0,0,0,0,0,0
7005,-.6064638,0,.007766,.00006,4.68404e-07,1,0,-.0941562,1,.400434,1,0,-.3916631,-.144853,-.0415331,-.1100908,-.0598129,0,0,-.0967723,.0423733,-.1026754,-.0593133,-.0900536,.8028815,-.0973595,0,0,0,0,-.3678103,.5720087,-.5192382,1,.264789,.0545141,-.2367794,1,0,.5859179,1,0,0,0,0,0,0,0,0,0,0,0,0
7005,.1366772,0,.007766,.00006,4.68404e-07,1,0,-.0941562,1,.400434,1,0,-.3916631,-.144853,-.0415331,-.1100908,-.0598129,0,0,-.0967723,.0423733,-.1026754,-.0593133,-.0900536,.8028815,-.0973595,0,0,0,0,-.3678103,.5720087,-.5192382,1,.264789,.0545141,-.2367794,1,0,.5859179,1,0,0,0,0,0,0,0,0,0,0,0,0
7005,-.6064638,0,.007766,.00006,4.68404e-07,1,0,-.0941562,1,.400434,1,0,-.3916631,-.144853,-.0415331,-.1100908,-.0598129,0,0,-.0967723,.0423733,-.1026754,-.0593133,-.0900536,.8028815,-.0973595,0,0,0,0,-.3678103,.5720087,-.5192382,1,.264789,.0545141,-.2367794,1,0,.5859179,1,0,0,0,0,0,0,0,0,0,0,0,0
7009,.2399611,0,-.462497,.213903,-.0989296364,1,0,.4485681,1,.23083,1,0,-.520296,-.144853,-.9187528,-.1100908,-.2507849,0,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,-.2657273,-.1047782,1,0,0,0,-.3678103,.5720087,-.5192382,1,.264789,.0545141,-.2367794,0,0,.5859179,1,0,0,0,0,0,0,0,0,0,0,0,0
7009,.204214,0,-.462497,.213903,-.0989296364,1,0,.4485681,1,.23083,1,0,-.520296,-.144853,-.9187528,-.1100908,-.2507849,0,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,-.2657273,-.1047782,1,0,0,0,-.3678103,.5720087,-.5192382,1,.264789,.0545141,-.2367794,0,0,.5859179,1,0,0,0,0,0,0,0,0,0,0,0,0
7009,-.3340655,0,-.462497,.213903,-.0989296364,1,0,.4485681,1,.23083,1,0,-.520296,-.144853,-.9187528,-.1100908,-.2507849,0,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,-.2657273,-.1047782,1,0,0,0,-.3678103,.5720087,-.5192382,1,.264789,.0545141,-.2367794,0,0,.5859179,1,0,0,0,0,0,0,0,0,0,0,0,0
7014,-.8120232,0,-1.02681,1.05434,-1.082613675,0,0,-.6556097,1,.23083,0,0,-.7775617,-.144853,-.7020881,-.1100908,-.2566913,0,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,-.2657273,1.408623,1,0,0,0,-.3678103,.5720087,-.5192382,1,.264789,.0545141,-.2367794,0,0,.5859179,1,0,0,0,0,0,0,0,0,0,0,0,0
7014,4.307876,0,-1.02681,1.05434,-1.082613675,0,0,-.6556097,1,.23083,0,0,-.7775617,-.144853,-.7020881,-.1100908,-.2566913,0,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,-.2657273,1.408623,1,0,0,0,-.3678103,.5720087,-.5192382,1,.264789,.0545141,-.2367794,0,0,.5859179,1,0,0,0,0,0,0,0,0,0,0,0,0
7014,-.6064638,0,-1.02681,1.05434,-1.082613675,0,0,-.6556097,1,.23083,0,0,-.7775617,-.144853,-.7020881,-.1100908,-.2566913,0,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,-.2657273,1.408623,1,0,0,0,-.3678103,.5720087,-.5192382,1,.264789,.0545141,-.2367794,0,0,.5859179,1,0,0,0,0,0,0,0,0,0,0,0,0
7014,-.2352672,0,-1.02681,1.05434,-1.082613675,0,0,-.6556097,1,.23083,0,0,-.7775617,-.144853,-.7020881,-.1100908,-.2566913,0,0,-.0967723,-.1736387,-.1026754,-.0593133,-.0900536,-.2657273,1.408623,1,0,0,0,-.3678103,.5720087,-.5192382,1,.264789,.0545141,-.2367794,0,0,.5859179,1,0,0,0,0,0,0,0,0,0,0,0,0
8002,-.8120232,0,-.086286,.007445,-.0006424327,1,0,.4458614,1,-.108378,1,0,.6374,-.144853,-.3617041,-.1100908,.2551925,0,0,-.0967723,-.1736387,-.1026754,-.0593133,2.243443,1.751422,-.2531508,0,0,0,0,-.3678103,.5720087,-.5192382,1,-.456274,.5463027,-.6062778,1,0,.1106687,1,0,0,0,0,0,0,0,0,0,0,0,0
8002,-.5418477,0,-.086286,.007445,-.0006424327,1,0,.4458614,1,-.108378,1,0,.6374,-.144853,-.3617041,-.1100908,.2551925,0,0,-.0967723,-.1736387,-.1026754,-.0593133,2.243443,1.751422,-.2531508,0,0,0,0,-.3678103,.5720087,-.5192382,1,-.456274,.5463027,-.6062778,1,0,.1106687,1,0,0,0,0,0,0,0,0,0,0,0,0
8002,-.3190071,0,-.086286,.007445,-.0006424327,1,0,.4458614,1,-.108378,1,0,.6374,-.144853,-.3617041,-.1100908,.2551925,0,0,-.0967723,-.1736387,-.1026754,-.0593133,2.243443,1.751422,-.2531508,0,0,0,0,-.3678103,.5720087,-.5192382,1,-.456274,.5463027,-.6062778,1,0,.1106687,1,0,0,0,0,0,0,0,0,0,0,0,0
8005,-.5418477,0,.195871,.038366,.0075147246,1,0,.4458614,1,.400434,1,0,.3801342,-.144853,-.5055071,.9267288,-.1779399,0,1,-.0967723,-.1736387,-.1026754,-.0593133,.6322192,-.2657273,-.2531508,0,1,0,0,-.3678103,.5720087,-.5192382,1,-.456274,.5463027,-.6062778,0,0,.1106687,1,0,0,0,0,0,0,0,0,0,0,0,0
